地域標準コード	市区町村名	介護老人福祉施設（施設数）	介護老人福祉施設（定員）	介護老人福祉施設（常勤換算従事者数）	介護老人保健施設（施設数）	介護老人保健施設（定員）	介護老人保健施設（常勤換算従事者数）	介護療養型医療施設（施設数）	介護療養型医療施設（病床数）	介護療養型医療施設（常勤換算従事者数）
22131	中区　	5	406	258	3	300	159	-	-	-
22132	東区　	5	390	252	3	300	144	1	58	36
22133	西区　	8	720	471	3	438	253	3	446	309
22134	南区　	5	385	209	2	200	114	-	-	-
22135	北区　	8	575	368	7	1024	514	-	-	-
22136	浜北区	5	465	278	1	80	54	3	116	67
22137	天竜区	4	340	199	3	287	134	2	63	53
22203	沼津市	11	790	529	6	595	335	2	52	36
22205	熱海市	2	130	73	2	182	124	-	-	-
22206	三島市	6	386	230	3	300	174	-	-	-
22207	富士宮市	5	410	244	5	481	250	-	-	-
22208	伊東市	4	280	189	3	360	220	-	-	-
22209	島田市	6	324	233	4	400	234	-	-	-
22210	富士市	10	713	457	7	779	481	2	216	135
22211	磐田市	11	666	436	4	330	191	1	50	38
22212	焼津市	6	370	266	2	181	123	1	100	139
22213	掛川市	6	510	283	4	400	221	1	100	67
22214	藤枝市	6	400	268	5	500	314	1	16	11
22215	御殿場市	5	427	281	2	217	115	2	233	135
22216	袋井市	5	390	230	2	200	122	1	101	73
22219	下田市	2	160	89	-	-	-	1	60	32
22220	裾野市	2	120	72	2	200	93	1	60	91
22221	湖西市	4	290	192	1	100	58	1	44	28
22222	伊豆市	3	180	133	1	100	55	1	74	63
22223	御前崎市	2	236	128	1	50	36	-	-	-
22224	菊川市	4	210	157	-	-	-	-	-	-
22225	伊豆の国市　　	2	140	101	1	150	65	-	-	-
22226	牧之原市	4	250	179	1	80	52	-	-	-
22301	東伊豆町	1	50	24	-	-	-	-	-	-
22302	河津町	1	70	58	-	-	-	-	-	-
22304	南伊豆町	1	50	27	1	80	46	-	-	-
22305	松崎町	1	50	38	-	-	-	-	-	-
22306	西伊豆町	2	85	55	1	50	40	-	-	-
22325	函南町	3	230	144	-	-	-	1	109	62
22341	清水町	2	180	101	1	100	53	-	-	-
22342	長泉町	1	70	63	1	100	54	-	-	-
22344	小山町	1	50	36	-	-	-	1	60	42
22424	吉田町	2	100	70	1	100	65	-	-	-
22429	川根本町	-	-	-	-	-	-	-	-	-
22461	森町　	1	80	51	1	80	53	-	-	-
23000	愛知県	202	17948	11136	165	15839	8957	45	2383	1927
23100	名古屋市	61	5621	3183	64	6030	3314	10	682	451
23101	千種区	1	80	35	3	260	132	-	-	-
23102	東区　	3	250	149	1	72	37	-	-	-
23103	北区　	3	301	188	5	344	200	-	-	-
23104	西区　	3	290	163	3	300	150	1	6	4
23105	中村区	2	180	92	5	488	268	-	-	-
23106	中区　	2	190	97	3	276	159	1	18	16
23107	昭和区	2	140	79	4	226	122	1	21	20
23108	瑞穂区	2	140	90	3	225	108	-	-	-
23109	熱田区	4	331	212	1	100	64	-	-	-
23110	中川区	7	574	309	5	501	320	3	277	173
23111	港区　	6	450	227	6	574	316	-	-	-
23112	南区　	6	545	322	7	679	382	1	60	43
23113	守山区	5	500	269	5	488	253	1	101	57
23114	緑区　	7	617	402	4	592	334	-	-	-
23115	名東区	2	450	240	5	525	277	1	64	51
23116	天白区	6	583	307	4	380	194	1	135	86
23201	豊橋市	8	674	421	6	636	369	2	195	137
23202	岡崎市	7	640	418	6	596	352	2	167	113
23203	一宮市	11	960	695	8	835	506	-	-	-
23204	瀬戸市	3	230	126	2	135	83	1	76	70
23205	半田市	2	220	165	3	215	124	1	10	17
23206	春日井市	6	670	445	5	511	311	3	43	44
23207	豊川市	7	645	422	3	293	177	3	197	149
23208	津島市	3	240	137	6	468	304	2	214	208
23209	碧南市	2	180	103	2	152	113	1	47	18
23210	刈谷市	2	200	96	1	100	53	-	-	-
23211	豊田市	11	911	552	6	544	341	2	33	43
23212	安城市	4	420	275	4	310	206	-	-	-
23213	西尾市	4	343	244	6	587	401	3	123	169
23214	蒲郡市	3	240	168	2	150	88	1	119	67
23215	犬山市	3	243	142	1	100	45	1	6	10
23216	常滑市	2	160	99	1	100	50	-	-	-
23217	江南市	5	350	234	2	258	151	-	-	-
23219	小牧市	4	360	249	1	95	45	-	-	-
23220	稲沢市	5	430	231	3	350	172	1	22	116
23221	新城市	2	160	75	2	176	98	4	150	92
23222	東海市	3	270	162	2	250	113	1	45	26
23223	大府市	2	230	116	1	100	61	1	32	28
23224	知多市	2	190	112	2	246	112	1	12	23
23225	知立市	2	150	104	1	100	58	-	-	-
23226	尾張旭市	3	230	135	2	165	94	-	-	-
23227	高浜市	1	100	75	1	100	58	-	-	-
23228	岩倉市	1	80	68	1	100	48	1	6	13
23229	豊明市	2	180	102	2	448	222	-	-	-
23230	日進市	3	200	183	3	248	133	1	53	32
23231	田原市	2	211	142	2	198	109	-	-	-
23232	愛西市	4	350	211	1	30	18	-	-	-
23233	清須市	1	80	67	1	100	50	1	100	51
23234	北名古屋市　　	2	160	107	2	192	103	1	5	5
23235	弥富市	2	160	119	-	-	-	-	-	-
23236	みよし市	2	180	134	1	99	42	-	-	-
23237	あま市	1	80	50	1	100	48	-	-	-
23238	長久手市	-	-	-	-	-	-	-	-	-
23302	東郷町	1	80	53	1	105	48	-	-	-
23342	豊山町	-	-	-	-	-	-	-	-	-
23361	大口町	1	80	38	-	-	-	-	-	-
23362	扶桑町	1	80	43	1	86	43	-	-	-
23424	大治町	-	-	-	1	100	56	-	-	-
23425	蟹江町	1	80	46	1	80	42	-	-	-
23427	飛島村	-	-	-	1	100	55	-	-	-
23441	阿久比町	1	80	71	-	-	-	-	-	-
23442	東浦町	2	160	113	1	100	59	-	-	-
23445	南知多町	2	160	123	-	-	-	-	-	-
23446	美浜町	1	140	91	1	122	61	1	46	45
23447	武豊町	1	80	46	-	-	-	-	-	-
23501	幸田町	1	80	50	-	-	-	-	-	-
23561	設楽町	1	100	55	-	-	-	-	-	-
23562	東栄町	1	80	44	1	29	22	-	-	-
23563	豊根村	-	-	-	-	-	-	-	-	-
24000	三重県	119	7653	5029	63	5994	3520	25	1063	834
24201	津市　	19	1120	736	11	1025	577	6	342	251
24202	四日市市	15	1078	822	7	584	335	4	155	95
24203	伊勢市	7	450	282	3	300	154	-	-	-
24204	松阪市	10	610	397	5	550	289	4	124	104
24205	桑名市	4	245	168	6	539	290	4	129	154
24207	鈴鹿市	7	520	338	3	400	260	2	123	94
24208	名張市	7	450	292	2	148	106	1	40	27
24209	尾鷲市	2	130	86	-	-	-	-	-	-
24210	亀山市	4	200	135	1	100	63	1	37	25
24211	鳥羽市	2	160	103	1	150	101	-	-	-
24212	熊野市	2	100	62	1	98	52	-	-	-
24214	いなべ市	2	100	57	2	200	93	-	-	-
24215	志摩市	5	310	190	2	200	123	-	-	-
24216	伊賀市	10	740	449	4	450	343	-	-	-
24303	木曽岬町	1	60	35	2	80	52	-	-	-
24324	東員町	1	50	48	-	-	-	-	-	-
24341	菰野町	2	140	100	3	350	184	1	8	25
24343	朝日町	1	90	46	-	-	-	-	-	-
24344	川越町	-	-	-	1	80	35	-	-	-
24441	多気町	2	110	55	2	200	105	-	-	-
24442	明和町	2	160	113	1	100	87	-	-	-
24443	大台町	2	100	76	-	-	-	-	-	-
24461	玉城町	1	80	40	2	151	85	-	-	-
24470	度会町	2	100	63	-	-	-	-	-	-
24471	大紀町	2	130	81	-	-	-	-	-	-
24472	南伊勢町	2	120	78	1	29	19	-	-	-
24543	紀北町	3	170	101	2	160	117	1	90	49
24561	御浜町	1	50	40	1	100	53	1	15	12
24562	紀宝町	1	80	39	-	-	-	-	-	-
25000	滋賀県	62	4286	2928	27	2186	1365	4	257	244
25201	大津市	8	595	394	6	443	271	1	27	18
25202	彦根市	5	548	377	-	-	-	1	60	86
25203	長浜市	8	510	443	3	288	190	-	-	-
25204	近江八幡市　　	4	224	134	1	100	54	-	-	-
25206	草津市	5	395	264	2	170	89	-	-	-
25207	守山市	2	180	97	1	100	58	-	-	-
25208	栗東市	2	140	101	-	-	-	-	-	-
25209	甲賀市	6	403	260	2	129	82	-	-	-
25210	野洲市	1	50	39	1	100	71	-	-	-
25211	湖南市	3	160	131	2	141	109	1	50	40
25212	高島市	4	273	187	2	160	89	-	-	-
25213	東近江市	6	334	195	3	165	100	1	120	100
25214	米原市	1	90	56	2	190	135	-	-	-
25383	日野町	1	50	33	1	100	60	-	-	-
25384	竜王町	1	54	28	-	-	-	-	-	-
25425	愛荘町	2	100	64	-	-	-	-	-	-
25441	豊郷町	1	50	34	1	100	59	-	-	-
25442	甲良町	-	-	-	-	-	-	-	-	-
25443	多賀町	2	130	91	-	-	-	-	-	-
26000	京都府	137	9646	6690	63	6328	3841	32	2955	2037
26100	京都市	55	4383	3025	36	3786	2301	18	2419	1512
26101	北区　	7	520	337	3	270	181	2	150	92
26102	上京区	3	240	173	-	-	-	1	60	33
26103	左京区	5	420	274	8	872	515	2	120	96
26104	中京区	2	140	100	2	198	111	-	-	-
26105	東山区	2	113	84	-	-	-	-	-	-
26106	下京区	1	80	85	2	196	109	1	30	66
26107	南区　	5	420	302	2	129	92	1	10	17
26108	右京区	6	389	303	3	249	152	3	290	165
26109	伏見区	13	1269	881	9	1036	656	7	1099	682
26110	山科区	6	390	265	5	580	321	1	660	362
26111	西京区	5	402	223	2	256	165	-	-	-
26201	福知山市	9	510	387	2	162	86	2	17	50
26202	舞鶴市	5	360	283	-	-	-	2	60	55
26203	綾部市	5	321	255	2	200	110	-	-	-
26204	宇治市	8	460	340	2	244	138	4	188	198
26205	宮津市	4	230	177	1	100	68	-	-	-
26206	亀岡市	4	280	172	3	290	175	1	78	63
26207	城陽市	4	500	295	2	200	138	-	-	-
26208	向日市	2	120	92	1	96	51	1	52	40
26209	長岡京市	4	240	159	3	300	201	1	53	33
26210	八幡市	3	190	119	2	250	141	-	-	-
26211	京田辺市	3	150	96	1	100	61	2	78	73
26212	京丹後市	9	468	361	2	116	87	-	-	-
26213	南丹市	4	460	275	3	265	186	1	10	14
26214	木津川市	5	250	168	1	100	67	-	-	-
26303	大山崎町	1	50	31	-	-	-	-	-	-
26322	久御山町	1	60	41	-	-	-	-	-	-
26343	井手町	-	-	-	-	-	-	-	-	-
26344	宇治田原町　　	1	50	22	-	-	-	-	-	-
26364	笠置町	-	-	-	-	-	-	-	-	-
26365	和束町	1	50	41	-	-	-	-	-	-
26366	精華町	1	90	66	1	100	14	-	-	-
26367	南山城村	-	-	-	-	-	-	-	-	-
26407	京丹波町	3	154	86	1	19	18	-	-	-
26463	伊根町	1	30	28	-	-	-	-	-	-
26465	与謝野町	4	240	170	-	-	-	-	-	-
27000	大阪府	328	25671	16011	176	16715	9517	42	2333	1644
27100	大阪市	95	8894	5233	59	5729	3148	13	624	417
27102	都島区	3	274	159	2	250	125	-	-	-
27103	福島区	2	164	89	1	80	58	-	-	-
27104	此花区	3	234	136	1	70	33	-	-	-
27106	西区　	2	164	105	2	200	118	3	93	90
27107	港区　	3	296	169	2	220	111	1	108	73
27108	大正区	3	376	199	3	300	159	-	-	-
27109	天王寺区	2	120	85	2	173	100	-	-	-
27111	浪速区	3	262	171	1	100	65	-	-	-
27113	西淀川区	4	327	217	4	382	210	-	-	-
27114	東淀川区	5	471	267	3	370	205	-	-	-
27115	東成区	3	242	155	3	245	131	1	40	24
27116	生野区	7	548	332	3	350	160	3	179	112
27117	旭区　	5	411	234	2	191	121	1	8	6
27118	城東区	4	350	188	3	260	154	1	52	-
27119	阿倍野区	2	270	157	1	100	71	-	-	-
27120	住吉区	7	644	373	3	262	133	-	-	-
27121	東住吉区	7	569	385	6	600	330	1	68	41
27122	西成区	4	664	360	3	258	137	-	-	-
27123	淀川区	3	217	128	1	150	87	-	-	-
27124	鶴見区	4	374	200	3	287	163	1	52	33
27125	住之江区	5	644	338	3	312	175	-	-	-
27126	平野区	8	785	487	5	389	207	-	-	-
27127	北区　	5	354	236	1	100	51	1	24	38
27128	中央区	1	134	63	1	80	44	-	-	-
27140	堺市　	28	2093	1391	14	1364	811	6	457	372
27141	堺区　	4	244	184	3	290	168	2	57	40
27142	中区　	5	418	247	1	157	93	1	54	30
27143	東区　	5	388	293	2	230	118	-	-	-
27144	西区　	5	314	201	2	174	118	1	96	60
27145	南区　	4	303	207	3	233	133	-	-	-
27146	北区　	3	226	132	2	180	134	1	190	118
27147	美原区	2	200	127	1	100	48	1	60	125
27202	岸和田市	4	259	185	3	294	150	3	170	116
27203	豊中市	12	1065	623	8	659	422	-	-	-
27204	池田市	4	322	218	2	200	99	-	-	-
27205	吹田市	12	1130	712	6	659	362	-	-	-
27206	泉大津市	2	118	84	1	100	61	-	-	-
27207	高槻市	12	1040	637	7	662	420	-	-	-
27208	貝塚市	2	195	110	2	160	82	1	75	54
27209	守口市	7	387	226	3	350	198	1	16	18
27210	枚方市	15	1028	678	7	808	478	2	55	38
27211	茨木市	9	571	370	6	576	309	1	71	53
27212	八尾市	12	771	521	5	471	248	3	208	138
27213	泉佐野市	4	240	154	3	200	125	2	33	42
27214	富田林市	5	440	273	1	120	79	-	-	-
27215	寝屋川市	10	675	474	3	300	161	1	48	29
27216	河内長野市　　	5	350	253	3	260	157	-	-	-
27217	松原市	3	244	178	1	150	64	1	240	121
27218	大東市	4	280	174	2	195	113	1	82	43
27219	和泉市	5	350	193	5	440	282	1	48	30
27220	箕面市	5	380	224	4	370	201	-	-	-
27221	柏原市	4	210	131	2	120	77	-	-	-
27222	羽曳野市	6	460	293	4	358	214	-	-	-
27223	門真市	5	260	154	1	100	68	-	-	-
27224	摂津市	4	274	203	2	172	103	1	4	26
27225	高石市	2	123	72	2	170	149	2	80	44
27226	藤井寺市	2	120	84	1	100	47	-	-	-
27227	東大阪市	21	1524	968	10	963	511	3	122	101
27228	泉南市	3	220	138	2	172	89	-	-	-
27229	四條畷市	4	270	204	1	100	61	-	-	-
27230	交野市	4	235	158	-	-	-	-	-	-
27231	大阪狭山市　　	3	180	107	1	75	48	-	-	-
27232	阪南市	3	190	105	1	100	58	-	-	-
27301	島本町	1	50	32	1	88	50	-	-	-
27321	豊能町	1	74	48	-	-	-	-	-	-
27322	能勢町	1	50	31	-	-	-	-	-	-
27341	忠岡町	1	100	40	-	-	-	-	-	-
27361	熊取町	2	129	93	2	120	65	-	-	-
27362	田尻町	1	52	29	-	-	-	-	-	-
27366	岬町　	1	50	35	1	10	7	-	-	-
27381	太子町	1	50	33	-	-	-	-	-	-
27382	河南町	2	160	100	-	-	-	-	-	-
27383	千早赤阪村　　	1	58	43	-	-	-	-	-	-
28000	兵庫県	268	19025	12663	141	12775	7660	47	1888	1554
28100	神戸市	59	4006	2561	48	4286	2664	12	503	453
28101	東灘区	6	402	303	3	221	131	-	-	-
28102	灘区　	4	230	156	3	305	185	3	140	119
28105	兵庫区	5	280	162	5	350	274	1	34	44
28106	長田区	5	286	192	3	350	192	2	102	128
28107	須磨区	9	540	350	7	573	361	3	143	95
28108	垂水区	6	354	239	7	617	383	-	-	-
28109	北区　	8	639	389	11	972	579	1	10	8
28110	中央区	5	310	194	4	309	205	1	24	29
28111	西区　	11	965	575	5	589	355	1	50	29
28201	姫路市	26	1552	999	9	821	477	5	248	162
28202	尼崎市	17	1118	723	7	655	381	1	8	8
28203	明石市	14	1040	802	6	619	366	3	72	65
28204	西宮市	14	1453	849	8	878	459	4	103	81
28205	洲本市	4	240	175	1	100	71	-	-	-
28206	芦屋市	4	290	195	4	275	206	-	-	-
28207	伊丹市	5	369	281	4	398	223	-	-	-
28208	相生市	4	211	163	2	152	98	-	-	-
28209	豊岡市	5	460	308	2	232	140	-	-	-
28210	加古川市	10	610	432	4	500	281	-	-	-
28212	赤穂市	4	260	164	2	148	72	-	-	-
28213	西脇市	4	349	251	1	100	42	1	7	-
28214	宝塚市	8	678	491	4	424	244	1	8	6
28215	三木市	5	348	201	2	150	115	1	54	58
28216	高砂市	4	226	146	3	300	188	-	-	-
28217	川西市	7	711	468	2	230	158	-	-	-
28218	小野市	3	204	120	1	50	41	-	-	-
28219	三田市	4	320	212	2	225	145	4	212	128
28220	加西市	3	265	149	2	100	66	1	120	74
28221	篠山市	3	196	152	2	200	125	-	-	-
28222	養父市	4	285	192	1	98	56	1	12	14
28223	丹波市	5	423	287	2	176	98	1	48	63
28224	南あわじ市　　	5	342	256	3	255	123	3	71	97
28225	朝来市	4	236	149	1	100	70	-	-	-
28226	淡路市	6	384	255	2	200	113	-	-	-
28227	宍粟市	5	330	211	1	90	38	-	-	-
28228	加東市	3	194	136	2	100	68	-	-	-
28229	たつの市	6	415	324	3	200	118	2	16	15
28301	猪名川町	1	70	41	2	109	54	2	255	172
28365	多可町	3	200	148	1	82	40	-	-	-
28381	稲美町	1	80	21	1	100	69	-	-	-
28382	播磨町	1	50	40	-	-	-	-	-	-
28442	市川町	1	60	35	-	-	-	-	-	-
28443	福崎町	-	-	-	-	-	-	2	85	48
28446	神河町	2	165	107	1	78	53	-	-	-
28464	太子町	2	100	68	-	-	-	1	44	38
28481	上郡町	2	110	94	1	80	55	-	-	-
28501	佐用町	4	283	194	2	136	74	1	14	52
28585	香美町	3	192	121	1	48	30	1	8	22
28586	新温泉町	3	200	144	1	80	40	-	-	-
29000	奈良県	75	5513	3427	41	3573	2150	7	498	311
29201	奈良市	17	1207	761	8	698	430	1	172	82
29202	大和高田市　　	2	224	144	2	168	100	-	-	-
29203	大和郡山市　　	5	243	193	3	260	173	-	-	-
29204	天理市	4	288	184	1	80	50	1	84	67
29205	橿原市	4	344	219	4	340	196	1	22	18
29206	桜井市	2	228	120	2	200	106	1	24	20
29207	五條市	3	347	233	2	180	115	-	-	-
29208	御所市	4	255	177	2	191	140	-	-	-
29209	生駒市	4	258	165	2	180	97	-	-	-
29210	香芝市	3	154	89	2	160	97	1	120	70
29211	葛城市	1	150	84	1	80	56	-	-	-
29212	宇陀市	4	314	192	1	100	47	-	-	-
29322	山添村	1	63	27	-	-	-	-	-	-
29342	平群町	1	50	31	1	80	49	-	-	-
29343	三郷町	2	100	53	1	100	47	-	-	-
29344	斑鳩町	1	50	25	-	-	-	-	-	-
29345	安堵町	1	50	27	1	100	64	-	-	-
29361	川西町	-	-	-	-	-	-	-	-	-
29362	三宅町	-	-	-	-	-	-	-	-	-
29363	田原本町	1	50	23	2	150	74	-	-	-
29385	曽爾村	-	-	-	-	-	-	-	-	-
29386	御杖村	-	-	-	-	-	-	-	-	-
29401	高取町	1	50	26	1	80	36	-	-	-
29402	明日香村	2	100	60	-	-	-	-	-	-
29424	上牧町	4	454	268	2	130	98	-	-	-
29425	王寺町	-	-	-	-	-	-	-	-	-
29426	広陵町	2	134	92	-	-	-	-	-	-
29427	河合町	1	50	37	1	116	58	-	-	-
29441	吉野町	2	104	66	-	-	-	1	60	36
29442	大淀町	1	160	76	1	80	49	-	-	-
29443	下市町	1	50	34	1	100	68	1	16	17
29444	黒滝村	-	-	-	-	-	-	-	-	-
29446	天川村	-	-	-	-	-	-	-	-	-
29447	野迫川村	-	-	-	-	-	-	-	-	-
29449	十津川村	1	36	23	-	-	-	-	-	-
29450	下北山村	-	-	-	-	-	-	-	-	-
29451	上北山村	-	-	-	-	-	-	-	-	-
29452	川上村	-	-	-	-	-	-	-	-	-
29453	東吉野村	-	-	-	-	-	-	-	-	-
30000	和歌山県	76	4836	3448	40	3349	1890	14	468	389
30201	和歌山市	17	1156	779	13	1069	581	5	150	137
30202	海南市	4	280	224	4	222	133	2	35	46
30203	橋本市	4	340	195	3	270	153	-	-	-
30204	有田市	2	135	100	-	-	-	-	-	-
30205	御坊市	2	130	105	1	83	52	-	-	-
30206	田辺市	5	233	185	3	288	188	1	18	12
30207	新宮市	3	180	148	1	118	59	-	-	-
30208	紀の川市	8	420	311	1	100	54	2	48	36
30209	岩出市	2	130	101	2	184	111	1	55	31
30304	紀美野町	2	130	105	1	88	52	-	-	-
30341	かつらぎ町　　	1	80	49	1	87	50	-	-	-
30343	九度山町	1	50	31	-	-	-	-	-	-
30344	高野町	1	50	40	-	-	-	-	-	-
30361	湯浅町	1	90	52	1	80	49	-	-	-
30362	広川町	2	100	76	-	-	-	-	-	-
30366	有田川町	3	192	135	2	114	63	-	-	-
30381	美浜町	1	80	45	1	101	41	-	-	-
30382	日高町	1	50	41	-	-	-	-	-	-
30383	由良町	-	-	-	-	-	-	-	-	-
30390	印南町	1	80	68	-	-	-	-	-	-
30391	みなべ町	2	110	89	-	-	-	-	-	-
30392	日高川町	3	180	131	1	100	56	-	-	-
30401	白浜町	4	210	146	2	177	82	1	88	53
30404	上富田町	1	90	84	-	-	-	-	-	-
30406	すさみ町	1	50	32	1	88	68	1	18	18
30421	那智勝浦町　　	1	50	33	1	100	58	1	56	56
30422	太地町	1	100	57	-	-	-	-	-	-
30424	古座川町	1	50	28	1	80	42	-	-	-
30427	北山村	-	-	-	-	-	-	-	-	-
30428	串本町	1	90	58	-	-	-	-	-	-
31000	鳥取県	35	2680	1927	44	2973	1913	6	204	194
31201	鳥取市	12	926	699	8	775	516	3	127	135
31202	米子市	6	466	330	13	749	468	-	-	-
31203	倉吉市	3	344	211	5	422	280	-	-	-
31204	境港市	2	154	133	3	129	83	-	-	-
31302	岩美町	-	-	-	-	-	-	1	40	30
31325	若桜町	1	66	40	1	19	11	-	-	-
31328	智頭町	1	76	48	1	45	25	-	-	-
31329	八頭町	1	74	65	1	76	52	-	-	-
31364	三朝町	1	70	48	-	-	-	-	-	-
31370	湯梨浜町	-	-	-	2	125	74	-	-	-
31371	琴浦町	2	140	89	-	-	-	-	-	-
31372	北栄町	-	-	-	2	130	77	-	-	-
31384	日吉津村	-	-	-	1	29	30	-	-	-
31386	大山町	2	127	77	3	204	134	1	6	7
31389	南部町	-	-	-	-	-	-	-	-	-
31390	伯耆町	1	50	33	2	120	62	-	-	-
31401	日南町	1	90	73	-	-	-	1	31	22
31402	日野町	1	47	40	1	70	54	-	-	-
31403	江府町	1	50	41	1	80	47	-	-	-
32000	島根県	78	4611	3405	35	2525	1605	15	420	380
32201	松江市	16	965	694	6	422	269	1	56	38
32202	浜田市	8	381	270	3	220	134	1	32	28
32203	出雲市	14	940	735	9	604	404	-	-	-
32204	益田市	5	280	209	1	99	57	2	55	34
32205	大田市	6	350	249	2	110	75	2	69	56
32206	安来市	4	322	215	3	170	114	4	53	92
32207	江津市	2	130	102	2	160	86	1	34	21
32209	雲南市	5	330	213	2	110	73	2	69	72
32343	奥出雲町	2	120	91	1	81	46	1	36	30
32386	飯南町	2	123	95	-	-	-	-	-	-
32441	川本町	1	30	28	1	36	22	-	-	-
32448	美郷町	2	80	62	-	-	-	-	-	-
32449	邑南町	2	130	106	2	190	114	-	-	-
32501	津和野町	2	100	70	1	99	84	-	-	-
32505	吉賀町	2	60	52	1	154	82	-	-	-
32525	海士町	1	30	33	-	-	-	-	-	-
32526	西ノ島町	1	50	34	-	-	-	1	16	10
32527	知夫村	-	-	-	-	-	-	-	-	-
32528	隠岐の島町　　	3	190	147	1	70	47	-	-	-
33000	岡山県	119	8506	5703	73	5501	3251	25	727	744
33100	岡山市	32	2018	1414	17	1436	849	6	148	160
33101	北区　	14	920	644	7	495	311	1	11	14
33102	中区　	4	318	224	2	205	112	-	-	-
33103	東区　	7	380	286	3	240	125	2	100	68
33104	南区　	7	400	260	5	496	301	3	37	78
33202	倉敷市	17	1468	1003	14	1202	688	3	245	171
33203	津山市	7	588	415	7	367	256	1	40	45
33204	玉野市	5	372	219	2	200	94	-	-	-
33205	笠岡市	3	280	205	6	500	286	2	24	18
33207	井原市	3	220	146	-	-	-	1	27	24
33208	総社市	5	370	238	2	182	109	1	10	11
33209	高梁市	5	370	231	2	170	90	2	38	86
33210	新見市	3	230	173	2	150	90	-	-	-
33211	備前市	4	230	142	2	177	99	-	-	-
33212	瀬戸内市	4	300	195	1	70	42	-	-	-
33213	赤磐市	4	289	188	1	100	52	1	5	8
33214	真庭市	6	420	246	4	170	130	2	35	58
33215	美作市	4	190	129	2	109	70	2	72	70
33216	浅口市	2	160	107	2	130	67	1	31	30
33346	和気町	2	150	92	1	54	37	1	26	26
33423	早島町	1	80	46	-	-	-	-	-	-
33445	里庄町	-	-	-	1	95	53	1	20	24
33461	矢掛町	1	70	51	-	-	-	1	6	14
33586	新庄村	-	-	-	-	-	-	-	-	-
33606	鏡野町	2	86	61	1	50	36	-	-	-
33622	勝央町	2	130	81	2	100	56	-	-	-
33623	奈義町	1	80	52	-	-	-	-	-	-
33643	西粟倉村	-	-	-	-	-	-	-	-	-
33663	久米南町	1	55	33	-	-	-	-	-	-
33666	美咲町	2	130	87	1	60	36	-	-	-
33681	吉備中央町　　	3	220	150	3	179	114	-	-	-
34000	広島県	160	9948	6735	106	8506	5203	69	2782	2312
34100	広島市	46	3119	2122	25	2316	1354	22	1208	953
34101	中区　	2	140	90	4	343	192	3	96	91
34102	東区　	8	580	389	4	356	194	2	243	190
34103	南区　	8	519	351	2	192	94	3	193	173
34104	西区　	6	336	206	3	340	224	2	129	78
34105	安佐南区	7	514	406	3	257	164	3	105	83
34106	安佐北区	8	592	421	4	386	229	1	5	4
34107	安芸区	2	184	111	2	150	96	1	49	31
34108	佐伯区	5	254	150	3	292	161	7	388	305
34202	呉市　	13	952	653	18	1242	787	8	187	232
34203	竹原市	2	103	56	3	247	137	1	40	34
34204	三原市	6	368	204	5	448	280	4	231	173
34205	尾道市	10	626	415	8	602	375	4	110	80
34207	福山市	21	1367	896	15	1168	745	11	249	250
34208	府中市	5	235	183	3	238	140	2	30	73
34209	三次市	8	433	279	4	308	200	2	55	33
34210	庄原市	8	324	266	3	187	136	1	40	30
34211	大竹市	1	84	54	1	96	57	-	-	-
34212	東広島市	8	612	454	6	414	247	3	127	85
34213	廿日市市	6	336	215	4	380	226	3	126	87
34214	安芸高田市　　	6	304	198	1	60	29	4	257	156
34215	江田島市	3	194	152	1	80	54	1	42	32
34302	府中町	1	84	59	1	68	41	-	-	-
34304	海田町	1	54	33	1	50	37	1	20	28
34307	熊野町	1	50	27	1	80	48	-	-	-
34309	坂町　	1	54	40	1	80	47	-	-	-
34368	安芸太田町　　	3	130	83	1	60	27	-	-	-
34369	北広島町	4	199	112	1	93	56	1	48	31
34431	大崎上島町　　	2	80	74	1	70	56	-	-	-
34462	世羅町	2	124	72	1	142	82	-	-	-
34545	神石高原町　　	2	116	88	1	77	41	1	12	36
35000	山口県	83	5860	4023	63	4631	2754	34	2056	1468
35201	下関市	13	1061	812	9	643	357	10	603	472
35202	宇部市	6	461	316	6	540	334	5	373	274
35203	山口市	10	752	481	11	826	489	4	194	158
35204	萩市　	5	250	165	3	170	108	5	192	124
35206	防府市	4	382	250	4	310	200	1	91	54
35207	下松市	2	143	133	2	150	91	2	36	44
35208	岩国市	9	531	369	7	460	280	2	83	77
35210	光市　	3	216	151	2	170	98	2	22	31
35211	長門市	5	340	232	3	180	122	-	-	-
35212	柳井市	4	210	134	2	170	93	-	-	-
35213	美祢市	4	294	199	1	70	34	1	6	3
35215	周南市	6	509	320	7	532	321	-	-	-
35216	山陽小野田市　	3	222	157	2	120	70	1	12	7
35305	周防大島町　　	4	233	149	2	130	59	-	-	-
35321	和木町	1	53	30	-	-	-	-	-	-
35341	上関町	1	30	20	-	-	-	-	-	-
35343	田布施町	1	73	31	1	80	46	-	-	-
35344	平生町	1	50	34	1	80	53	1	444	225
35502	阿武町	1	50	41	-	-	-	-	-	-
36000	徳島県	53	2947	2024	50	3985	2185	48	1337	1430
36201	徳島市	10	535	395	15	1165	702	18	519	562
36202	鳴門市	4	220	133	4	326	169	4	169	115
36203	小松島市	2	111	63	3	187	107	4	107	82
36204	阿南市	6	300	227	4	364	184	2	112	81
36205	吉野川市	4	260	177	4	350	179	3	158	111
